longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,rooms_per_household,pop_per_household,bedrooms_per_room
-122.74,38.83,12.0,4515.0,909.0,1554.0,528.0,3.3531,90800.0,<1H OCEAN,8.551136363636363,2.9431818181818183,0.201328903654485
-122.48,38.9,10.0,304.0,63.0,161.0,61.0,2.1964,112500.0,INLAND,4.983606557377049,2.639344262295082,0.2072368421052631
-122.59,38.92,15.0,1410.0,329.0,599.0,273.0,2.1953,75000.0,INLAND,5.164835164835165,2.1941391941391943,0.2333333333333333
-122.6,38.9,23.0,292.0,56.0,92.0,41.0,2.9583,91700.0,INLAND,7.121951219512195,2.2439024390243905,0.1917808219178082
-122.62,38.92,13.0,520.0,115.0,249.0,109.0,1.8417,84700.0,INLAND,4.770642201834862,2.2844036697247705,0.2211538461538461
-122.65,38.92,30.0,70.0,38.0,20.0,13.0,4.125,112500.0,INLAND,5.384615384615385,1.5384615384615383,0.5428571428571428
-122.64,38.87,16.0,1177.0,240.0,519.0,199.0,1.5739,73500.0,INLAND,5.914572864321608,2.608040201005025,0.2039082412914188
-122.5,38.82,12.0,2394.0,443.0,877.0,341.0,2.5625,109200.0,INLAND,7.020527859237537,2.5718475073313782,0.1850459482038429
-122.51,38.76,9.0,2589.0,482.0,1050.0,374.0,4.0435,132600.0,INLAND,6.922459893048129,2.807486631016043,0.1861722672846659
-122.55,38.81,7.0,3639.0,637.0,1027.0,421.0,3.8831,132100.0,INLAND,8.643705463182897,2.4394299287410925,0.1750480901346524
-122.59,38.78,15.0,764.0,145.0,366.0,143.0,3.375,103100.0,INLAND,5.342657342657343,2.55944055944056,0.1897905759162303
-122.66,38.81,22.0,852.0,176.0,461.0,142.0,3.4375,83300.0,INLAND,6.0,3.2464788732394365,0.2065727699530516
-122.68,38.76,29.0,994.0,226.0,302.0,117.0,2.3125,67900.0,INLAND,8.495726495726496,2.5811965811965814,0.2273641851106639
-122.62,38.73,21.0,1425.0,323.0,727.0,287.0,2.1474,85300.0,INLAND,4.965156794425087,2.533101045296167,0.2266666666666666
-122.64,38.71,20.0,531.0,126.0,231.0,96.0,2.625,89600.0,INLAND,5.53125,2.40625,0.2372881355932203
-122.52,38.7,26.0,102.0,17.0,43.0,13.0,0.536,87500.0,INLAND,7.846153846153846,3.3076923076923075,0.1666666666666666
-121.11,41.07,26.0,1707.0,308.0,761.0,250.0,2.7188,48100.0,INLAND,6.828,3.044,0.1804335090802577
-120.96,41.12,29.0,779.0,136.0,364.0,123.0,2.5,59200.0,INLAND,6.333333333333333,2.959349593495935,0.1745827984595635
-121.07,40.85,17.0,976.0,202.0,511.0,175.0,3.6641,80800.0,INLAND,5.577142857142857,2.92,0.2069672131147541
-120.38,40.98,27.0,777.0,185.0,318.0,115.0,1.6833,40000.0,INLAND,6.756521739130434,2.765217391304348,0.238095238095238
-120.35,40.63,33.0,240.0,49.0,63.0,22.0,3.625,200000.0,INLAND,10.909090909090908,2.863636363636364,0.2041666666666666
-120.77,40.65,11.0,2635.0,667.0,280.0,132.0,1.7214,118300.0,INLAND,19.96212121212121,2.121212121212121,0.2531309297912713
-121.02,40.51,17.0,890.0,167.0,406.0,154.0,3.3036,78300.0,INLAND,5.779220779220779,2.636363636363636,0.1876404494382022
-120.96,40.28,19.0,683.0,139.0,302.0,111.0,2.5,64100.0,INLAND,6.153153153153153,2.720720720720721,0.2035139092240117
-121.03,40.35,52.0,5486.0,1044.0,1977.0,754.0,2.1833,49500.0,INLAND,7.275862068965517,2.622015915119364,0.1903025884068538
-120.57,40.43,15.0,2045.0,461.0,1121.0,402.0,2.6902,71500.0,INLAND,5.087064676616915,2.788557213930348,0.2254278728606357
-120.66,40.42,35.0,1450.0,325.0,717.0,297.0,2.5074,66400.0,INLAND,4.882154882154882,2.414141414141414,0.2241379310344827
-120.65,40.42,39.0,3240.0,652.0,1467.0,621.0,2.1875,64300.0,INLAND,5.217391304347826,2.36231884057971,0.2012345679012345
-120.66,40.41,52.0,2081.0,478.0,1051.0,419.0,2.2992,70200.0,INLAND,4.966587112171838,2.5083532219570404,0.2296972609322441
-120.64,40.41,50.0,1741.0,424.0,987.0,383.0,1.5066,59300.0,INLAND,4.545691906005222,2.577023498694517,0.2435381964388282
-120.71,40.36,19.0,4462.0,828.0,2229.0,777.0,3.5536,105700.0,INLAND,5.742599742599743,2.8687258687258685,0.1855670103092783
-120.58,40.37,16.0,3412.0,667.0,1873.0,590.0,2.2661,61800.0,INLAND,5.783050847457627,3.1745762711864405,0.1954865181711606
-120.42,40.38,26.0,1652.0,313.0,762.0,280.0,2.4757,85600.0,INLAND,5.9,2.7214285714285715,0.1894673123486683
-120.36,40.45,19.0,689.0,143.0,355.0,127.0,1.7333,70000.0,INLAND,5.425196850393701,2.795275590551181,0.2075471698113207
-120.51,40.41,36.0,36.0,8.0,4198.0,7.0,5.5179,67500.0,INLAND,5.142857142857143,599.7142857142857,0.2222222222222222
-120.54,40.29,17.0,3391.0,623.0,1529.0,571.0,3.4028,91000.0,INLAND,5.938704028021016,2.677758318739054,0.1837216160424653
-120.49,40.31,16.0,1821.0,360.0,969.0,359.0,3.4643,85100.0,INLAND,5.072423398328691,2.6991643454039,0.1976935749588138
-120.37,40.17,21.0,789.0,141.0,406.0,146.0,2.1198,73500.0,INLAND,5.404109589041096,2.780821917808219,0.1787072243346007
-120.2,40.26,26.0,2399.0,518.0,1037.0,443.0,2.6765,47600.0,INLAND,5.415349887133183,2.340857787810384,0.2159233013755731
-120.09,39.92,19.0,2335.0,518.0,1028.0,383.0,1.7267,60700.0,INLAND,6.096605744125326,2.6840731070496084,0.2218415417558886
-118.27,34.27,27.0,5205.0,859.0,2363.0,888.0,6.1946,276100.0,<1H OCEAN,5.861486486486487,2.661036036036036,0.1650336215177713
-118.28,34.26,32.0,1079.0,207.0,486.0,167.0,4.9833,213000.0,<1H OCEAN,6.461077844311378,2.910179640718563,0.1918443002780352
-118.29,34.26,33.0,3177.0,713.0,1845.0,612.0,4.008,191100.0,<1H OCEAN,5.191176470588236,3.014705882352941,0.2244255587031791
-118.3,34.26,37.0,2824.0,633.0,1619.0,573.0,3.5568,184500.0,<1H OCEAN,4.928446771378709,2.825479930191972,0.2241501416430595
-118.3,34.26,42.0,2186.0,423.0,1145.0,439.0,4.81,191900.0,<1H OCEAN,4.979498861047836,2.6082004555808656,0.1935041171088746
-118.28,34.25,35.0,2045.0,450.0,1166.0,407.0,3.5214,197600.0,<1H OCEAN,5.024570024570025,2.864864864864865,0.2200488997555012
-118.29,34.25,19.0,1988.0,594.0,1399.0,527.0,2.4727,175000.0,<1H OCEAN,3.772296015180266,2.6546489563567364,0.2987927565392354
-118.29,34.25,8.0,5568.0,1514.0,3565.0,1374.0,3.0795,161500.0,<1H OCEAN,4.0524017467248905,2.594614264919942,0.2719109195402299
-118.27,34.25,37.0,2489.0,454.0,1215.0,431.0,5.0234,257600.0,<1H OCEAN,5.774941995359629,2.8190255220417635,0.1824025713137806
-118.27,34.25,35.0,2091.0,360.0,879.0,326.0,4.4485,261900.0,<1H OCEAN,6.414110429447852,2.696319018404908,0.1721664275466284
-118.27,34.24,30.0,2180.0,369.0,1050.0,390.0,6.3688,277600.0,<1H OCEAN,5.589743589743589,2.6923076923076925,0.1692660550458715
-118.27,34.25,35.0,779.0,143.0,371.0,150.0,4.6635,230100.0,<1H OCEAN,5.193333333333333,2.473333333333333,0.183568677792041
-118.27,34.25,39.0,699.0,150.0,358.0,143.0,4.4375,195800.0,<1H OCEAN,4.888111888111888,2.5034965034965038,0.2145922746781116
-118.28,34.24,32.0,2542.0,526.0,1278.0,493.0,4.45,263600.0,<1H OCEAN,5.1561866125760645,2.5922920892494927,0.2069236821400472
-118.28,34.24,29.0,3390.0,580.0,1543.0,576.0,5.6184,316900.0,<1H OCEAN,5.885416666666667,2.6788194444444446,0.1710914454277286
-118.3,34.25,36.0,1300.0,304.0,688.0,261.0,3.1523,176700.0,<1H OCEAN,4.980842911877395,2.636015325670498,0.2338461538461538
-118.33,34.24,31.0,6434.0,1188.0,3540.0,1131.0,4.2639,293300.0,<1H OCEAN,5.688770999115826,3.129973474801061,0.1846440783338514
-118.35,34.22,19.0,9259.0,1653.0,3963.0,1595.0,5.997,228700.0,<1H OCEAN,5.805015673981191,2.484639498432602,0.1785289988119667
-118.35,34.22,30.0,1260.0,222.0,638.0,229.0,4.1302,258300.0,<1H OCEAN,5.502183406113537,2.7860262008733625,0.1761904761904762
-118.35,34.21,39.0,1470.0,312.0,1047.0,284.0,3.275,181400.0,<1H OCEAN,5.176056338028169,3.686619718309859,0.2122448979591836
-118.35,34.21,42.0,1073.0,220.0,804.0,226.0,3.75,172600.0,<1H OCEAN,4.747787610619469,3.557522123893805,0.2050326188257222
-118.31,34.28,34.0,3258.0,610.0,1810.0,633.0,5.1145,219900.0,<1H OCEAN,5.1469194312796205,2.859399684044234,0.1872314303253529
-118.31,34.27,35.0,1446.0,274.0,759.0,291.0,6.0808,215600.0,<1H OCEAN,4.969072164948454,2.6082474226804124,0.1894882434301521
-118.3,34.26,43.0,1510.0,310.0,809.0,277.0,3.599,176500.0,<1H OCEAN,5.451263537906137,2.92057761732852,0.2052980132450331
-118.3,34.26,40.0,1065.0,214.0,605.0,183.0,4.1964,185900.0,<1H OCEAN,5.819672131147541,3.3060109289617485,0.2009389671361502
-118.31,34.26,38.0,2264.0,460.0,1124.0,388.0,4.2685,189600.0,<1H OCEAN,5.835051546391752,2.8969072164948453,0.2031802120141342
-118.31,34.26,41.0,1297.0,327.0,733.0,315.0,3.0583,160300.0,<1H OCEAN,4.117460317460317,2.326984126984127,0.2521202775636083
-118.31,34.26,34.0,1797.0,363.0,948.0,363.0,4.1339,187300.0,<1H OCEAN,4.950413223140496,2.6115702479338845,0.2020033388981636
-118.32,34.26,32.0,3690.0,791.0,1804.0,715.0,4.4875,222700.0,<1H OCEAN,5.160839160839161,2.523076923076923,0.2143631436314363
-118.35,34.28,30.0,3214.0,513.0,1700.0,533.0,4.6944,248200.0,<1H OCEAN,6.030018761726079,3.189493433395872,0.1596141879278158
-118.33,34.27,29.0,3034.0,732.0,1776.0,702.0,3.1349,230200.0,<1H OCEAN,4.321937321937322,2.52991452991453,0.2412656558998022
-118.35,34.27,32.0,604.0,108.0,314.0,113.0,6.2037,205400.0,<1H OCEAN,5.345132743362832,2.7787610619469025,0.1788079470198675
-118.34,34.26,37.0,1776.0,301.0,702.0,265.0,5.2661,314900.0,<1H OCEAN,6.701886792452831,2.6490566037735848,0.1694819819819819
-118.35,34.25,34.0,2795.0,460.0,1267.0,443.0,6.1464,354400.0,<1H OCEAN,6.309255079006772,2.860045146726862,0.1645796064400715
-118.36,34.26,34.0,3677.0,573.0,1598.0,568.0,6.838,378000.0,<1H OCEAN,6.473591549295775,2.813380281690141,0.1558335599673647
-118.3,34.26,28.0,1643.0,489.0,1142.0,458.0,3.1607,200600.0,<1H OCEAN,3.587336244541485,2.493449781659389,0.2976262933657942
-118.3,34.25,44.0,1442.0,285.0,859.0,292.0,4.5833,197300.0,<1H OCEAN,4.938356164383562,2.941780821917808,0.1976421636615811
-118.31,34.26,37.0,1444.0,246.0,624.0,239.0,5.76,239400.0,<1H OCEAN,6.041841004184101,2.6108786610878663,0.1703601108033241
-118.31,34.26,36.0,1882.0,453.0,1005.0,409.0,3.8,217100.0,<1H OCEAN,4.601466992665037,2.45721271393643,0.2407013815090329
-118.32,34.26,24.0,5106.0,1010.0,2310.0,957.0,4.4375,191500.0,<1H OCEAN,5.335423197492163,2.413793103448276,0.1978065021543282
-118.39,34.28,24.0,4694.0,820.0,3566.0,777.0,4.4818,166200.0,<1H OCEAN,6.041184041184041,4.589446589446589,0.1746910950149126
-118.38,34.28,22.0,4428.0,825.0,3152.0,836.0,4.7932,166300.0,<1H OCEAN,5.29665071770335,3.770334928229665,0.1863143631436314
-118.4,34.28,16.0,6573.0,1480.0,6161.0,1473.0,3.3304,154900.0,<1H OCEAN,4.462321792260693,4.182620502376103,0.2251635478472539
-118.38,34.27,8.0,3248.0,847.0,2608.0,731.0,2.8214,158300.0,<1H OCEAN,4.443228454172367,3.567715458276334,0.2607758620689655
-118.41,34.29,35.0,1008.0,204.0,1162.0,215.0,3.35,147600.0,<1H OCEAN,4.688372093023256,5.404651162790698,0.2023809523809523
-118.41,34.29,32.0,1591.0,320.0,1818.0,306.0,4.2969,145800.0,<1H OCEAN,5.199346405228758,5.941176470588236,0.2011313639220616
-118.42,34.28,29.0,1271.0,272.0,1338.0,266.0,4.125,150000.0,<1H OCEAN,4.7781954887218046,5.030075187969925,0.2140047206923682
-118.41,34.28,32.0,2574.0,531.0,2609.0,472.0,3.7566,146700.0,<1H OCEAN,5.453389830508475,5.527542372881356,0.2062937062937063
-118.4,34.28,22.0,3517.0,810.0,3134.0,847.0,2.6652,164800.0,<1H OCEAN,4.152302243211334,3.7001180637544273,0.2303099232300255
-118.42,34.28,35.0,822.0,200.0,1197.0,203.0,3.2865,133300.0,<1H OCEAN,4.0492610837438425,5.896551724137931,0.24330900243309
-118.42,34.28,34.0,1999.0,427.0,2391.0,439.0,2.8,144300.0,<1H OCEAN,4.553530751708428,5.446469248291572,0.2136068034017008
-118.42,34.27,33.0,1209.0,341.0,1097.0,283.0,1.6295,134300.0,<1H OCEAN,4.27208480565371,3.876325088339223,0.282051282051282
-118.42,34.27,33.0,937.0,216.0,1216.0,212.0,3.3214,131300.0,<1H OCEAN,4.419811320754717,5.735849056603773,0.2305229455709712
-118.42,34.27,35.0,674.0,153.0,808.0,173.0,2.6667,147800.0,<1H OCEAN,3.8959537572254335,4.670520231213873,0.2270029673590504
-118.43,34.28,30.0,1384.0,308.0,2054.0,301.0,3.0132,142600.0,<1H OCEAN,4.598006644518272,6.823920265780731,0.222543352601156
-118.43,34.27,31.0,1130.0,276.0,1533.0,269.0,4.2353,156800.0,<1H OCEAN,4.200743494423792,5.698884758364312,0.2442477876106194
-118.43,34.27,36.0,1002.0,250.0,1312.0,249.0,3.024,148000.0,<1H OCEAN,4.024096385542169,5.269076305220883,0.249500998003992
-118.42,34.27,37.0,1024.0,246.0,1371.0,239.0,3.225,147500.0,<1H OCEAN,4.2845188284518825,5.736401673640168,0.240234375
-118.43,34.26,30.0,1246.0,373.0,1990.0,369.0,3.5104,140900.0,<1H OCEAN,3.3766937669376693,5.392953929539296,0.2993579454253611
-118.43,34.26,37.0,1269.0,348.0,1835.0,335.0,3.2583,147200.0,<1H OCEAN,3.7880597014925375,5.477611940298507,0.2742316784869976
-118.44,34.27,35.0,777.0,187.0,1022.0,186.0,3.4,139600.0,<1H OCEAN,4.17741935483871,5.494623655913978,0.2406692406692406
-118.43,34.26,43.0,729.0,172.0,935.0,174.0,2.9519,140900.0,<1H OCEAN,4.189655172413793,5.373563218390805,0.2359396433470507
-118.42,34.25,37.0,1545.0,341.0,1909.0,352.0,3.6791,148100.0,<1H OCEAN,4.389204545454546,5.423295454545454,0.2207119741100323
-118.43,34.25,35.0,1447.0,335.0,1630.0,306.0,2.9205,143100.0,<1H OCEAN,4.728758169934641,5.326797385620915,0.2315134761575673
-118.42,34.26,26.0,1788.0,521.0,2582.0,484.0,2.1062,136400.0,<1H OCEAN,3.6942148760330578,5.3347107438016526,0.2913870246085011
-118.41,34.26,38.0,870.0,205.0,1065.0,222.0,2.5313,136100.0,<1H OCEAN,3.918918918918919,4.797297297297297,0.2356321839080459
-118.42,34.26,36.0,973.0,221.0,1086.0,218.0,3.4519,143300.0,<1H OCEAN,4.463302752293578,4.981651376146789,0.2271325796505652
-118.42,34.26,37.0,1789.0,424.0,2279.0,411.0,3.9,138600.0,<1H OCEAN,4.35279805352798,5.545012165450122,0.2370039128004471
-118.41,34.27,38.0,858.0,203.0,1250.0,204.0,2.9219,137900.0,<1H OCEAN,4.205882352941177,6.127450980392157,0.2365967365967366
-118.42,34.27,35.0,2700.0,702.0,3444.0,679.0,1.4867,124000.0,<1H OCEAN,3.976435935198822,5.072164948453608,0.26
-118.4,34.26,13.0,4379.0,872.0,2560.0,853.0,4.2538,154300.0,<1H OCEAN,5.133645955451348,3.001172332942556,0.1991322219684859
-118.4,34.25,13.0,1872.0,497.0,1927.0,432.0,2.2019,134200.0,<1H OCEAN,4.333333333333333,4.460648148148148,0.265491452991453
-118.41,34.25,19.0,280.0,84.0,483.0,87.0,1.95,137500.0,<1H OCEAN,3.218390804597701,5.551724137931035,0.3
-118.41,34.25,33.0,827.0,192.0,981.0,184.0,2.6429,143100.0,<1H OCEAN,4.494565217391305,5.331521739130435,0.2321644498186215
-118.41,34.25,36.0,1146.0,259.0,1173.0,272.0,3.6016,153800.0,<1H OCEAN,4.213235294117647,4.3125,0.2260034904013961
-118.41,34.25,18.0,3447.0,857.0,3663.0,817.0,3.2284,157100.0,<1H OCEAN,4.219094247246022,4.483476132190942,0.2486219901363504
-118.42,34.24,17.0,2049.0,548.0,2243.0,541.0,2.525,163700.0,<1H OCEAN,3.787430683918669,4.146025878003697,0.2674475353831137
-118.42,34.25,36.0,1430.0,331.0,1502.0,312.0,3.6292,145200.0,<1H OCEAN,4.583333333333333,4.814102564102564,0.2314685314685314
-118.43,34.32,34.0,2657.0,515.0,1948.0,532.0,4.233,157400.0,<1H OCEAN,4.99436090225564,3.661654135338346,0.1938276251411366
-118.43,34.33,18.0,5891.0,920.0,2882.0,911.0,5.901,235600.0,<1H OCEAN,6.466520307354555,3.163556531284303,0.156170429468681
-118.44,34.32,14.0,6235.0,1286.0,3568.0,1190.0,4.1724,211600.0,<1H OCEAN,5.239495798319328,2.9983193277310924,0.2062550120288692
-118.42,34.31,19.0,6755.0,1443.0,4205.0,1395.0,3.9583,163200.0,<1H OCEAN,4.842293906810036,3.014336917562724,0.2136195410806809
-118.42,34.3,29.0,3334.0,712.0,2919.0,718.0,3.6548,180300.0,<1H OCEAN,4.643454038997215,4.065459610027856,0.2135572885422915
-118.41,34.32,18.0,6572.0,1105.0,3473.0,1067.0,5.2987,203400.0,<1H OCEAN,6.159325210871603,3.254920337394564,0.1681375532562385
-118.41,34.3,28.0,3187.0,569.0,2205.0,559.0,5.1668,187400.0,<1H OCEAN,5.701252236135957,3.9445438282647594,0.1785378098525258
-118.42,34.32,30.0,3027.0,604.0,1970.0,590.0,4.3409,156000.0,<1H OCEAN,5.130508474576272,3.3389830508474576,0.1995374958704988
-118.44,34.31,14.0,4151.0,941.0,3163.0,915.0,4.0301,154300.0,<1H OCEAN,4.536612021857923,3.456830601092896,0.2266923632859551
-118.44,34.31,22.0,3182.0,822.0,2661.0,746.0,2.7472,160100.0,<1H OCEAN,4.265415549597855,3.567024128686327,0.2583280955373979
-118.44,34.3,38.0,1595.0,314.0,1181.0,327.0,3.4,155500.0,<1H OCEAN,4.877675840978593,3.611620795107034,0.1968652037617554
-118.45,34.31,9.0,1739.0,358.0,820.0,323.0,4.0556,182500.0,<1H OCEAN,5.38390092879257,2.538699690402477,0.2058654399079931
-118.45,34.32,23.0,3481.0,641.0,1952.0,682.0,4.26,189400.0,<1H OCEAN,5.104105571847508,2.86217008797654,0.1841424877908647
-118.46,34.32,10.0,5777.0,1112.0,2917.0,1056.0,4.1514,194100.0,<1H OCEAN,5.4706439393939394,2.762310606060606,0.1924874502336853
-118.45,34.31,28.0,1532.0,287.0,977.0,275.0,4.4773,173100.0,<1H OCEAN,5.570909090909091,3.5527272727272727,0.1873368146214099
-118.46,34.3,32.0,2424.0,476.0,2291.0,419.0,4.0337,158500.0,<1H OCEAN,5.785202863961814,5.4677804295942725,0.1963696369636963
-118.46,34.31,24.0,2920.0,601.0,1460.0,598.0,4.2708,218200.0,<1H OCEAN,4.882943143812709,2.4414715719063547,0.2058219178082191
-118.47,34.32,13.0,2664.0,518.0,1468.0,521.0,4.8988,325200.0,<1H OCEAN,5.113243761996161,2.817658349328215,0.1944444444444444
-118.48,34.33,9.0,2384.0,395.0,1697.0,402.0,6.0891,270100.0,<1H OCEAN,5.930348258706467,4.221393034825871,0.1656879194630872
-118.48,34.31,31.0,1091.0,256.0,892.0,238.0,3.0,172400.0,<1H OCEAN,4.584033613445378,3.7478991596638656,0.2346471127406049
-118.47,34.3,16.0,2495.0,551.0,2314.0,567.0,3.6736,192200.0,<1H OCEAN,4.400352733686067,4.081128747795415,0.2208416833667334
-118.46,34.29,24.0,3668.0,890.0,3151.0,810.0,3.0526,183300.0,<1H OCEAN,4.528395061728396,3.890123456790124,0.242639040348964
-118.47,34.29,18.0,4256.0,987.0,3401.0,955.0,4.2935,190000.0,<1H OCEAN,4.456544502617801,3.561256544502618,0.2319078947368421
-118.49,34.29,26.0,4516.0,611.0,1714.0,581.0,9.2873,431800.0,<1H OCEAN,7.772805507745267,2.9500860585197937,0.1352967227635075
-118.49,34.28,27.0,2535.0,389.0,1071.0,386.0,6.8695,319400.0,<1H OCEAN,6.567357512953368,2.7746113989637307,0.1534516765285996
-118.49,34.28,31.0,3508.0,585.0,1957.0,588.0,6.6458,285500.0,<1H OCEAN,5.965986394557823,3.328231292517007,0.1667616875712656
-118.49,34.31,25.0,1024.0,145.0,357.0,147.0,7.0598,356300.0,<1H OCEAN,6.965986394557823,2.4285714285714284,0.1416015625
-118.52,34.32,18.0,7498.0,976.0,3189.0,955.0,8.1248,374000.0,<1H OCEAN,7.85130890052356,3.339267015706806,0.1301680448119498
-118.51,34.3,24.0,6145.0,868.0,2710.0,875.0,7.5078,344000.0,<1H OCEAN,7.022857142857143,3.097142857142857,0.1412530512611879
-118.51,34.28,29.0,4239.0,653.0,1890.0,631.0,6.3911,301700.0,<1H OCEAN,6.717908082408875,2.995245641838352,0.1540457655107336
-118.51,34.29,29.0,1287.0,194.0,525.0,187.0,6.4171,319300.0,<1H OCEAN,6.882352941176471,2.807486631016043,0.1507381507381507
-118.52,34.29,28.0,2272.0,320.0,868.0,312.0,7.7464,474600.0,<1H OCEAN,7.282051282051282,2.782051282051282,0.1408450704225352
-118.52,34.3,17.0,4542.0,621.0,2144.0,597.0,8.8467,450700.0,<1H OCEAN,7.608040201005025,3.591289782244556,0.1367239101717305
-118.45,34.3,35.0,4085.0,919.0,3988.0,906.0,3.4812,160200.0,<1H OCEAN,4.508830022075055,4.401766004415011,0.224969400244798
-118.54,34.28,18.0,5481.0,780.0,2477.0,764.0,6.7248,377200.0,<1H OCEAN,7.174083769633508,3.242146596858639,0.1423097974822113
-118.54,34.28,10.0,7665.0,999.0,3517.0,998.0,10.8805,500001.0,<1H OCEAN,7.680360721442886,3.524048096192385,0.1303326810176125
-118.54,34.3,22.0,4423.0,622.0,1995.0,582.0,8.2159,376200.0,<1H OCEAN,7.599656357388316,3.427835051546392,0.1406285326701334
-118.57,34.29,4.0,6995.0,1151.0,2907.0,1089.0,7.0808,341200.0,<1H OCEAN,6.423324150596878,2.669421487603306,0.1645461043602573
-118.45,34.28,38.0,1527.0,332.0,1303.0,340.0,3.5714,152000.0,<1H OCEAN,4.491176470588235,3.832352941176471,0.2174197773411919
-118.46,34.28,23.0,1663.0,302.0,1242.0,283.0,5.5931,217600.0,<1H OCEAN,5.876325088339223,4.3886925795053005,0.1815995189416716
-118.47,34.27,33.0,1549.0,264.0,881.0,289.0,5.1408,222900.0,<1H OCEAN,5.359861591695502,3.0484429065743943,0.170432537120723
-118.48,34.28,35.0,2132.0,368.0,1128.0,341.0,5.3107,227100.0,<1H OCEAN,6.252199413489736,3.30791788856305,0.1726078799249531
-118.48,34.28,35.0,1511.0,274.0,873.0,254.0,5.5608,226700.0,<1H OCEAN,5.948818897637795,3.437007874015748,0.1813368630046327
-118.47,34.27,17.0,1444.0,282.0,523.0,270.0,2.7353,192400.0,<1H OCEAN,5.348148148148148,1.937037037037037,0.1952908587257617
-118.47,34.27,35.0,1150.0,185.0,741.0,178.0,5.741,220600.0,<1H OCEAN,6.46067415730337,4.162921348314606,0.1608695652173913
-118.48,34.27,34.0,1231.0,222.0,702.0,222.0,4.9323,223700.0,<1H OCEAN,5.545045045045045,3.1621621621621623,0.1803411860276198
-118.48,34.27,33.0,2649.0,449.0,1303.0,437.0,4.9955,216800.0,<1H OCEAN,6.061784897025172,2.9816933638443937,0.1694979237448093
-118.45,34.27,33.0,1194.0,229.0,839.0,230.0,3.705,185800.0,<1H OCEAN,5.191304347826087,3.6478260869565218,0.1917922948073701
-118.45,34.27,35.0,1579.0,300.0,1012.0,265.0,5.1296,195900.0,<1H OCEAN,5.958490566037736,3.818867924528302,0.1899936668777707
-118.46,34.27,30.0,1576.0,282.0,1004.0,284.0,4.8015,179700.0,<1H OCEAN,5.549295774647887,3.535211267605634,0.1789340101522842
-118.46,34.27,28.0,1865.0,463.0,1182.0,440.0,2.6193,172300.0,<1H OCEAN,4.238636363636363,2.6863636363636365,0.2482573726541554
-118.44,34.27,36.0,1111.0,275.0,1333.0,266.0,3.5347,158100.0,<1H OCEAN,4.176691729323308,5.011278195488722,0.2475247524752475
-118.44,34.27,29.0,1701.0,419.0,1616.0,371.0,3.3603,142400.0,<1H OCEAN,4.584905660377358,4.355795148247979,0.2463256907701352
-118.45,34.26,35.0,1724.0,311.0,992.0,315.0,4.8359,195600.0,<1H OCEAN,5.473015873015873,3.149206349206349,0.1803944315545243
-118.45,34.25,36.0,1453.0,270.0,808.0,275.0,4.3839,204600.0,<1H OCEAN,5.283636363636363,2.938181818181818,0.1858224363386098
-118.45,34.26,35.0,1637.0,300.0,894.0,302.0,4.175,209600.0,<1H OCEAN,5.420529801324503,2.9602649006622515,0.1832620647525962
-118.46,34.26,33.0,1358.0,247.0,738.0,235.0,5.0947,210300.0,<1H OCEAN,5.778723404255319,3.140425531914893,0.1818851251840942
-118.46,34.26,36.0,1394.0,254.0,761.0,262.0,4.9485,217100.0,<1H OCEAN,5.320610687022901,2.904580152671756,0.182209469153515
-118.46,34.25,33.0,2202.0,433.0,1135.0,407.0,4.2143,224200.0,<1H OCEAN,5.41031941031941,2.788697788697789,0.1966394187102634
-118.46,34.25,32.0,2217.0,422.0,1064.0,427.0,3.6989,208600.0,<1H OCEAN,5.192037470725995,2.4918032786885247,0.1903473161930536
-118.47,34.26,34.0,1300.0,289.0,650.0,291.0,3.8875,199200.0,<1H OCEAN,4.4673539518900345,2.233676975945017,0.2223076923076923
-118.47,34.26,35.0,1898.0,344.0,1123.0,347.0,5.5792,218400.0,<1H OCEAN,5.469740634005763,3.236311239193084,0.1812434141201264
-118.48,34.26,36.0,1770.0,296.0,938.0,304.0,5.749,238000.0,<1H OCEAN,5.822368421052632,3.085526315789474,0.1672316384180791
-118.49,34.26,27.0,2722.0,468.0,1164.0,419.0,4.6591,239900.0,<1H OCEAN,6.4964200477326965,2.778042959427208,0.1719324026451139
-118.47,34.25,34.0,1732.0,399.0,1120.0,401.0,4.1492,195700.0,<1H OCEAN,4.3192019950124685,2.7930174563591024,0.2303695150115473
-118.48,34.25,36.0,1951.0,395.0,1040.0,375.0,5.1619,195300.0,<1H OCEAN,5.2026666666666666,2.773333333333333,0.2024602767811378
-118.48,34.25,35.0,1442.0,276.0,795.0,268.0,4.9688,216900.0,<1H OCEAN,5.380597014925373,2.966417910447761,0.1914008321775312
-118.48,34.25,35.0,1865.0,335.0,1074.0,337.0,5.1068,223300.0,<1H OCEAN,5.534124629080119,3.1869436201780417,0.1796246648793565
-118.49,34.25,33.0,2088.0,383.0,960.0,362.0,4.3333,232900.0,<1H OCEAN,5.767955801104972,2.6519337016574585,0.1834291187739463
-118.49,34.27,34.0,4877.0,815.0,2521.0,781.0,5.5714,225900.0,<1H OCEAN,6.2445582586427655,3.227912932138284,0.1671109288497027
-118.49,34.27,33.0,3047.0,527.0,1578.0,507.0,4.58,236200.0,<1H OCEAN,6.009861932938856,3.1124260355029585,0.1729570068920249
